Permit Issued,County,Township,API #,Status,Operator,Well Name & Number,Surface Lat,Surface Long,Endpoint Lat,Endpoint Long
11/18/2013,CARROLL,LOUDON,34019225420000,Drilled,CHESAPEAKE EXPLORATION LLC,LUCAS 35-11-4 1H,40.4495843,-80.9613582,40.4603011,-80.9725146
11/26/2013,CARROLL,LOUDON,34019225490000,Drilled,CHESAPEAKE EXPLORATION LLC,LUCAS 35-11-4 10H,40.4494981,-80.9612739,40.4362634,-80.9467306
11/29/2013,CARROLL,LEE,34019225500000,Drilled,CHESAPEAKE EXPLORATION LLC,BAILEY 35-12-4 10H,40.5363499,-80.9731112,40.5214695,-80.9550916
11/29/2013,CARROLL,LEE,34019225510000,Drilled,CHESAPEAKE EXPLORATION LLC,BAILEY 35-12-4 8H,40.5362955,-80.9731484,40.5161869,-80.9544444
12/03/2013,CARROLL,AUGUSTA,34019225520000,Permitted,CHESAPEAKE EXPLORATION LLC,KINSEY 21-15-5 205H,40.6697718,-81.037738,40.6851082,-81.0425606
12/04/2013,CARROLL,WASHINGTON,34019225530000,Permitted,R E GAS DEVELOPMENT LLC,GRUNDER 8H,40.6066239,-81.0844322,40.6209367,-81.0923558
02/04/2014,CARROLL,WASHINGTON,34019225540000,Drilled,R E GAS DEVELOPMENT LLC,GRUNDER 6H,40.6066108,-81.0844829,40.5943844,-81.0739683
12/09/2013,CARROLL,LOUDON,34019225550000,Drilled,CHESAPEAKE EXPLORATION LLC,TUCKOSH 35-11-4 5H,40.4414624,-80.9696445,40.458859,-80.9759548
01/14/2014,CARROLL,LOUDON,34019225560000,Drilled,CHESAPEAKE EXPLORATION LLC,TUCKOSH 35-11-4 6H,40.4413232,-80.9697088,40.4260862,-80.9607081
01/14/2014,CARROLL,LOUDON,34019225570000,Drilling,CHESAPEAKE EXPLORATION LLC,TUCKOSH 35-11-4 8H,40.4413638,-80.9696611,40.4267986,-80.9573508
02/24/2014,CARROLL,EAST,34019225620000,Drilled,CHESAPEAKE EXPLORATION LLC,G SALTSMAN 28-14-4 6H,40.6616489,-80.9357704,40.638506,-80.9192228
02/26/2014,CARROLL,UNION,34019225630000,Drilled,CHESAPEAKE EXPLORATION LLC,HOLMES 26-13-5 1H,40.4957099,-81.0599541,40.5066761,-81.072319
02/26/2014,CARROLL,UNION,34019225640000,Drilling,CHESAPEAKE EXPLORATION LLC,HOLMES 26-13-5 3H,40.4957283,-81.0598854,40.5088835,-81.0692613
02/26/2014,CARROLL,UNION,34019225650000,Permitted,CHESAPEAKE EXPLORATION LLC,HOLMES 26-13-5 5H,40.4957439,-81.0598167,40.5148028,-81.0688499
02/26/2014,CARROLL,UNION,34019225660000,Drilling,CHESAPEAKE EXPLORATION LLC,HOLMES 26-13-5 6H,40.4956359,-81.0599593,40.4806623,-81.0533913
02/26/2014,CARROLL,UNION,34019225670000,Drilling,CHESAPEAKE EXPLORATION LLC,HOLMES 26-13-5 8H,40.4956542,-81.0598906,40.4821848,-81.0498349
02/26/2014,CARROLL,UNION,34019225680000,Drilling,CHESAPEAKE EXPLORATION LLC,HOLMES 26-13-5 10H,40.4956726,-81.0598218,40.482143,-81.0443927
02/26/2014,CARROLL,UNION,34019225690000,Drilled,CHESAPEAKE EXPLORATION LLC,HOLMES 26-13-5 201H,40.4956916,-81.0600228,40.505718,-81.07672
02/26/2014,CARROLL,UNION,34019225700000,Drilling,CHESAPEAKE EXPLORATION LLC,HOLMES 26-13-5 206H,40.4956175,-81.0600244,40.4791397,-81.0569475
05/23/2014,CARROLL,UNION,34019225720000,Permitted,CHESAPEAKE EXPLORATION LLC,GARNER 29-13-5 8H,40.533822,-81.0642348,40.5131446,-81.0499085
06/09/2014,CARROLL,UNION,34019225730000,Permitted,CHESAPEAKE EXPLORATION LLC,GARNER 29-13-5 1H,40.5338128,-81.0643753,40.5512781,-81.0832742
05/23/2014,CARROLL,UNION,34019225740000,Permitted,CHESAPEAKE EXPLORATION LLC,GARNER 29-13-5 6H,40.5337815,-81.0642861,40.5187061,-81.0602875
06/09/2014,CARROLL,UNION,34019225750000,Permitted,CHESAPEAKE EXPLORATION LLC,GARNER 29-13-5 5H,40.5338884,-81.064273,40.5531452,-81.0788724
06/09/2014,CARROLL,UNION,34019225760000,Permitted,CHESAPEAKE EXPLORATION LLC,GARNER 29-13-5 3H,40.5338506,-81.0643241,40.5522117,-81.0810733
03/10/2014,CARROLL,EAST,34019225770000,Drilled,CHESAPEAKE EXPLORATION LLC,G SALTSMAN 28-14-4 8H,40.6616988,-80.9358017,40.6401723,-80.9154387
03/10/2014,CARROLL,EAST,34019225780000,Drilled,CHESAPEAKE EXPLORATION LLC,G SALTSMAN 28-14-4 10H,40.6617486,-80.935833,40.6409947,-80.9135667
04/03/2014,CARROLL,PERRY,34019225790000,Drilling,CHESAPEAKE EXPLORATION LLC,BAUER 14-14-6 210H,40.4951069,-81.139993,40.4748481,-81.1192876
04/03/2014,CARROLL,PERRY,34019225800000,Drilling,CHESAPEAKE EXPLORATION LLC,BAUER 14-14-6 10H,40.4950549,-81.1400049,40.473227,-81.1209855
04/03/2014,CARROLL,PERRY,34019225810000,Drilled,CHESAPEAKE EXPLORATION LLC,BAUER 14-14-6 8H,40.4950001,-81.1400168,40.4714876,-81.1256298
04/03/2014,CARROLL,PERRY,34019225820000,Drilled,CHESAPEAKE EXPLORATION LLC,BAUER 14-14-6 6H,40.4949454,-81.1400323,40.4656401,-81.1244852
04/17/2014,CARROLL,AUGUSTA,34019225850000,Drilled,CHESAPEAKE EXPLORATION LLC,LOZIER 14-15-5 205H,40.6859953,-81.0044664,40.7046171,-81.0097571
04/21/2014,CARROLL,AUGUSTA,34019225860000,Drilled,CHESAPEAKE EXPLORATION LLC,LOZIER 14-15-5 6H,40.6859437,-81.00472,40.6700604,-80.9959992
05/06/2014,CARROLL,FOX,34019225870000,Drilled,CHESAPEAKE EXPLORATION LLC,KRUPRZAK 17-13-4 10H,40.6223977,-80.9056772,40.5964819,-80.8838111
05/06/2014,CARROLL,FOX,34019225880000,Permitted,CHESAPEAKE EXPLORATION LLC,KRUPRZAK 17-13-4 6H,40.6223334,-80.9057941,40.5916643,-80.8883325
05/14/2014,CARROLL,EAST,34019225890000,Drilled,CHESAPEAKE EXPLORATION LLC,HESTON 13-15-5 6H,40.6850986,-80.9791059,40.6634872,-80.9657178
05/14/2014,CARROLL,EAST,34019225900000,Permitted,CHESAPEAKE EXPLORATION LLC,HESTON 13-15-5 1H,40.6851697,-80.9790827,40.6981001,-80.9927849
05/14/2014,CARROLL,EAST,34019225910000,Permitted,CHESAPEAKE EXPLORATION LLC,HESTON 13-15-5 10H,40.6851132,-80.978965,40.6628432,-80.958245
05/14/2014,CARROLL,EAST,34019225920000,Permitted,CHESAPEAKE EXPLORATION LLC,HESTON 13-15-5 8H,40.6851059,-80.9790337,40.6612493,-80.9620059
06/02/2014,CARROLL,FOX,34019225930000,Permitted,CHESAPEAKE EXPLORATION LLC,FORCIER 21-13-4 10H,40.5940219,-80.9249407,40.5756957,-80.907049
06/02/2014,CARROLL,FOX,34019225940000,Permitted,CHESAPEAKE EXPLORATION LLC,FORCIER 21-13-4 3H,40.5941001,-80.9250361,40.6116914,-80.9383799
06/10/2014,CARROLL,EAST,34019225950000,Permitted,CHESAPEAKE EXPLORATION LLC,LESLIE 9-14-4 5H,40.7140434,-80.9333051,40.7426493,-80.9469767
07/18/2014,CARROLL,AUGUSTA,34019225960000,Permitted,CHESAPEAKE EXPLORATION LLC,PIDGEON A 22-15-5 6H,40.6797281,-81.0146248,40.662224,-81.0104019
06/19/2014,CARROLL,AUGUSTA,34019225970000,Permitted,CHESAPEAKE EXPLORATION LLC,PIDGEON A 22-15-5 5H,40.6796572,-81.0144461,40.6947341,-81.0235511
06/25/2014,CARROLL,LEE,34019225990000,Permitted,CHESAPEAKE EXPLORATION LLC,KENNEDY 14-13-5 6H,40.4966795,-81.029824,40.473482,-81.0188149
06/25/2014,CARROLL,LEE,34019226000000,Permitted,CHESAPEAKE EXPLORATION LLC,KENNEDY 14-13-5 8H,40.4966814,-81.029752,40.4744393,-81.0166331
06/19/2014,CARROLL,LEE,34019226010000,Permitted,CHESAPEAKE EXPLORATION LLC,KENNEDY 14-13-5 4H,40.4966113,-81.0296421,40.515513,-81.0440154
06/19/2014,CARROLL,LEE,34019226020000,Permitted,CHESAPEAKE EXPLORATION LLC,KENNEDY 14-13-5 3H,40.4966122,-81.029714,40.5148356,-81.0455805
06/25/2014,CARROLL,LEE,34019226030000,Permitted,CHESAPEAKE EXPLORATION LLC,KENNEDY 14-13-5 2H,40.4966104,-81.0297859,40.5141554,-81.047142
06/25/2014,CARROLL,LEE,34019226040000,Permitted,CHESAPEAKE EXPLORATION LLC,KENNEDY 14-13-5 1H,40.4966113,-81.0298578,40.513478,-81.0487035
06/25/2014,CARROLL,LEE,34019226050000,Permitted,CHESAPEAKE EXPLORATION LLC,KENNEDY 14-13-5 10H,40.4966804,-81.0296801,40.481206,-81.0187114
06/20/2011,COLUMBIANA,MIDDLETON,34029216930100,Permitted,CHESAPEAKE EXPLORATION LLC,HOPPEL 35-7-1 8H,40.7311131,-80.5487537,40.7110947,-80.5330017
07/15/2011,COLUMBIANA,KNOX,34029216940100,Producing,CHESAPEAKE EXPLORATION LLC,SANOR FARMS 23-17-5 3H,40.8472518,-81.0044579,40.8584735,-81.0105065
08/31/2011,COLUMBIANA,MIDDLETON,34029216950100,Permitted,CHESAPEAKE EXPLORATION LLC,WEBER 35-7-1 8H,40.7369601,-80.551592,40.7225139,-80.5411903
07/02/2013,COLUMBIANA,FRANKLIN,34029216960000,Drilled,CHESAPEAKE EXPLORATION LLC,SUMMITCREST 35-14-4 3H,40.655078,-80.8918799,40.6687381,-80.9051631
11/18/2011,COLUMBIANA,WEST,34029216970100,Producing,CHESAPEAKE EXPLORATION LLC,AYRVIEW ACRES 27-16-5 3H,40.7445285,-81.0142023,40.7569075,-81.023369
10/12/2011,COLUMBIANA,HANOVER,34029216990100,Permitted,CHESAPEAKE EXPLORATION LLC,JAN PAUL FARMS 17-15-4 3H,40.7797547,-80.9404556,40.7941617,-80.9509532
11/08/2011,COLUMBIANA,HANOVER,34029217000100,Permitted,CHESAPEAKE EXPLORATION LLC,TREBILCOCK 25-15-4 3H,40.7505594,-80.8644942,40.761811,-80.8726688
11/21/2011,COLUMBIANA,WEST,34029217010000,Producing,CHESAPEAKE EXPLORATION LLC,AYRVIEW ACRES 27-16-5 1H,40.7444992,-81.0142715,40.7539559,-81.0254744
11/21/2011,COLUMBIANA,WEST,34029217020000,Producing,CHESAPEAKE EXPLORATION LLC,AYRVIEW ACRES 27-16-5 5H,40.7444736,-81.0141999,40.7578824,-81.0193545
01/20/2012,COLUMBIANA,WASHINGTON,34029217040000,Permitted,CHESAPEAKE EXPLORATION LLC,JANIE TRUST 5-12-3 3H,40.6140611,-80.7604519,40.6284846,-80.7708842
02/10/2012,COLUMBIANA,FRANKLIN,34029217050100,Producing,CHESAPEAKE EXPLORATION LLC,ALBANESO 24-14-4 8H,40.6848558,-80.8634803,40.6706711,-80.8531935
01/30/2012,COLUMBIANA,WASHINGTON,34029217060100,Drilled,CHESAPEAKE EXPLORATION LLC,JANIE TRUST 5-12-3 1H,40.6140595,-80.7605312,40.6254958,-80.7733113
06/26/2012,COLUMBIANA,MADISON,34029217070000,Permitted,CHESAPEAKE EXPLORATION LLC,KERNICH 3-10-2 8H,40.7223594,-80.6729687,40.7077785,-80.662529
02/08/2012,COLUMBIANA,HANOVER,34029217080000,Producing,CHESAPEAKE EXPLORATION LLC,HENCEROTH 36-15-4 3H,40.7383355,-80.8684409,40.7527171,-80.878982
02/10/2012,COLUMBIANA,MIDDLETON,34029217090100,Permitted,CHESAPEAKE EXPLORATION LLC,STATELINE RESOURCES 13-7-1 8H,40.7784922,-80.5293838,40.770847,-80.5211679
02/15/2012,COLUMBIANA,FRANKLIN,34029217100000,Permitted,CHESAPEAKE EXPLORATION LLC,ALBANESO 24-14-4 10H,40.6849048,-80.8634466,40.6719205,-80.8497733
02/16/2012,COLUMBIANA,FRANKLIN,34029217110000,Permitted,CHESAPEAKE EXPLORATION LLC,ALBANESO 24-14-4 6H,40.6848069,-80.8635139,40.6691331,-80.8564009
03/23/2012,COLUMBIANA,HANOVER,34029217120000,Producing,CHESAPEAKE EXPLORATION LLC,HANOVER FARMS 34-15-4 3H,40.7323019,-80.9043784,40.7467304,-80.9147844
02/16/2012,COLUMBIANA,MADISON,34029217130000,Producing,CHESAPEAKE EXPLORATION LLC,ROSEBUD 16-10-2 8H,40.6861522,-80.70514,40.6746715,-80.6968178
06/07/2012,COLUMBIANA,BUTLER,34029217140100,Permitted,CHESAPEAKE EXPLORATION LLC,HERRON TRUST NORTH 22-16-4 3H,40.8563646,-80.8996533,40.8705997,-80.9105598
02/24/2012,COLUMBIANA,HANOVER,34029217150000,Permitted,CHESAPEAKE EXPLORATION LLC,HENCEROTH 36-15-4 1H,40.73832,-80.8685062,40.7512125,-80.8824699
03/06/2012,COLUMBIANA,WASHINGTON,34029217160000,Producing,CHESAPEAKE EXPLORATION LLC,JANIE TRUST 5-12-3 10H,40.6139604,-80.7605122,40.6032738,-80.7494528
10/23/2012,COLUMBIANA,ELK RUN,34029217170000,Drilled,CHESAPEAKE EXPLORATION LLC,REED 28-11-2 8H,40.749256,-80.692642,40.7339102,-80.6809371
06/21/2012,COLUMBIANA,UNITY,34029217180100,Drilled,CHESAPEAKE EXPLORATION LLC,FOWLER 32-8-1 1H,40.8211171,-80.6093435,40.8331194,-80.6253424
03/05/2012,COLUMBIANA,HANOVER,34029217190100,Producing,CHESAPEAKE EXPLORATION LLC,TREBILCOCK 25-15-4 1H,40.7505303,-80.8645671,40.7635365,-80.8783854
03/23/2012,COLUMBIANA,HANOVER,34029217200000,Producing,CHESAPEAKE EXPLORATION LLC,HANOVER FARMS 34-15-4 6H,40.7321946,-80.9043666,40.7163679,-80.8971127
07/12/2012,COLUMBIANA,FAIRFIELD,34029217210100,Producing,CHESAPEAKE EXPLORATION LLC,MELLINGER 7-12-2 8H,40.8728208,-80.7406757,40.8679948,-80.7355132
03/12/2012,COLUMBIANA,WEST,34029217230000,Producing,CHESAPEAKE EXPLORATION LLC,HENDERSON 25-16-5 8H,40.7537257,-80.9923546,40.74188,-80.9836439
03/19/2012,COLUMBIANA,MADISON,34029217240100,Producing,CHESAPEAKE EXPLORATION LLC,KERNICH 3-10-2 1H,40.7223852,-80.6730402,40.7354018,-80.6868803
06/05/2012,COLUMBIANA,ELK RUN,34029217250000,Producing,CHESAPEAKE EXPLORATION LLC,MORRIS 28-11-2 3H,40.7505735,-80.7055553,40.7632888,-80.7154691
06/05/2012,COLUMBIANA,ELK RUN,34029217260000,Drilled,CHESAPEAKE EXPLORATION LLC,WESTOVER 21-11-2 8H,40.7683645,-80.6933308,40.7566955,-80.6849442
03/30/2012,COLUMBIANA,MIDDLETON,34029217270100,Drilled,CHESAPEAKE EXPLORATION LLC,CARNEY 17-7-1 3H,40.7795677,-80.6086035,40.7924375,-80.6178777
04/02/2012,COLUMBIANA,HANOVER,34029217280000,Producing,CHESAPEAKE EXPLORATION LLC,TREBILCOCK SOUTH 25-15-4 8H,40.7504231,-80.8645625,40.7361679,-80.8541228
04/17/2012,COLUMBIANA,HANOVER,34029217290100,Permitted,CHESAPEAKE EXPLORATION LLC,ALTENHOF 10-15-4 8H,40.7923691,-80.9098171,40.7780945,-80.8992532
06/06/2012,COLUMBIANA,ELK RUN,34029217300100,Producing,CHESAPEAKE EXPLORATION LLC,GRUBBS 6-11-2 6H,40.8095677,-80.7382939,40.8024715,-80.7374529
04/26/2012,COLUMBIANA,HANOVER,34029217310000,Permitted,CHESAPEAKE EXPLORATION LLC,TREBILCOCK SOUTH 25-15-4 6H,40.7504781,-80.8645648,40.7346843,-80.8574943
05/02/2012,COLUMBIANA,HANOVER,34029217320000,Permitted,CHESAPEAKE EXPLORATION LLC,ALTENHOF 10-15-4 6H,40.7924239,-80.9098158,40.7766994,-80.9025695
05/09/2012,COLUMBIANA,KNOX,34029217330000,Permitted,CHESAPEAKE EXPLORATION LLC,CONNY FARMS 13-17-5 8H,40.8710672,-80.988319,40.8590134,-80.9794356
05/14/2012,COLUMBIANA,HANOVER,34029217340000,Producing,CHESAPEAKE EXPLORATION LLC,JAN PAUL FARMS 17-15-4 8H,40.7797001,-80.9402727,40.7652894,-80.9297798
05/24/2012,COLUMBIANA,CENTER,34029217350000,Producing,CHESAPEAKE EXPLORATION LLC,CROSSER 20-14-3 5H,40.7643132,-80.839043,40.7771344,-80.8449441
06/11/2012,COLUMBIANA,HANOVER,34029217360000,Permitted,CHESAPEAKE EXPLORATION LLC,JAN PAUL FARMS 17-15-4 10H,40.7797527,-80.9403076,40.7666852,-80.9264646
06/14/2012,COLUMBIANA,SALEM,34029217370000,Producing,CHESAPEAKE EXPLORATION LLC,RIFFLE 21-15-3 10H,40.8471089,-80.8117614,40.8365012,-80.799518
06/15/2012,COLUMBIANA,ELK RUN,34029217380000,Drilled,CHESAPEAKE EXPLORATION LLC,WALLACE 1-11-2 5H,40.804515,-80.6387394,40.8203423,-80.6458296
06/18/2012,COLUMBIANA,HANOVER,34029217390000,Permitted,CHESAPEAKE EXPLORATION LLC,JAN PAUL FARMS 17-15-4 6H,40.7797011,-80.9403449,40.7638934,-80.9330985
06/20/2012,COLUMBIANA,UNITY,34029217400000,Permitted,SWEPI LP,DALTON 101-6HD,40.85676,-80.5810583,40.8550977,-80.5801663
08/29/2012,COLUMBIANA,KNOX,34029217410000,Permitted,CHESAPEAKE EXPLORATION LLC,KIBLER 16-17-5 8H,40.8618726,-81.0394001,40.8474475,-81.0289635
07/02/2012,COLUMBIANA,BUTLER,34029217420100,Permitted,SIERRA RESOURCES LLC,KIKO UNIT 19-16-4 1H,40.8537683,-80.9585179,40.8403615,-80.9488244
07/17/2012,COLUMBIANA,CENTER,34029217430000,Producing,CHESAPEAKE EXPLORATION LLC,ANDRULIS  29-14-3 8H,40.7473667,-80.8309773,40.733055,-80.82046
08/09/2012,COLUMBIANA,HANOVER,34029217440000,Permitted,CHESAPEAKE EXPLORATION LLC,HAYS TRUST 17-15-4 1H,40.7735222,-80.9503377,40.7840804,-80.9623487
10/15/2012,COLUMBIANA,SALEM,34029217470000,Drilled,CHESAPEAKE EXPLORATION LLC,WEAVER 23-15-3 3H,40.855346,-80.7745091,40.8654002,-80.7818664
09/04/2012,COLUMBIANA,CENTER,34029217480000,Producing,CHESAPEAKE EXPLORATION LLC,MRUGALA 6-14-3 10H,40.8100697,-80.8503974,40.7979606,-80.8373219
10/04/2012,COLUMBIANA,FAIRFIELD,34029217490000,Drilled,CHESAPEAKE EXPLORATION LLC,LEHMAN 24-12-2 8H,40.8482505,-80.6451567,40.8334623,-80.6345969
09/27/2012,COLUMBIANA,SALEM,34029217500000,Producing,CHESAPEAKE EXPLORATION LLC,ROY D 31-15-3 8H,40.825949,-80.8490588,40.813945,-80.8402197
10/01/2012,COLUMBIANA,ELK RUN,34029217510000,Drilled,CHESAPEAKE EXPLORATION LLC,CHAMBERLAIN 2-11-2 5H,40.8047334,-80.6522532,40.8190946,-80.6583683
10/04/2012,COLUMBIANA,SALEM,34029217520000,Permitted,CHESAPEAKE EXPLORATION LLC,MUELLER 29-15-3 5H,40.8326669,-80.8278123,40.8483675,-80.8349717
10/15/2012,COLUMBIANA,FRANKLIN,34029217530000,Producing,CHESAPEAKE EXPLORATION LLC,MILLTREE 1-14-4 3H,40.7170344,-80.8659664,40.7317948,-80.8768696
12/18/2012,COLUMBIANA,FRANKLIN,34029217540000,Producing,CHESAPEAKE EXPLORATION LLC,MILLTREE 1-14-4 8H,40.7169658,-80.8659681,40.7022637,-80.8553784
10/15/2012,COLUMBIANA,MIDDLETON,34029217550000,Permitted,CHESAPEAKE EXPLORATION LLC,BENNER 3-7-1 5H,40.8033682,-80.5721087,40.8185202,-80.5776305
10/24/2012,COLUMBIANA,SALEM,34029217560000,Drilled,CHESAPEAKE EXPLORATION LLC,MUELLER 29-15-3 3H,40.832693,-80.827902,40.8473138,-80.8386097
11/15/2012,COLUMBIANA,FAIRFIELD,34029217570000,Drilled,CHESAPEAKE EXPLORATION LLC,HARTZ 18-12-2 1H,40.8607264,-80.74547,40.8694381,-80.7565008
11/16/2012,COLUMBIANA,ELK RUN,34029217580000,Permitted,CHESAPEAKE EXPLORATION LLC,RALPH 29-11-2 3H,40.7450995,-80.7168501,40.7582426,-80.7262629
01/29/2013,COLUMBIANA,CENTER,34029217590000,Producing,CHESAPEAKE EXPLORATION LLC,TRITTEN 9-14-3 3H,40.7849046,-80.8202514,40.8002827,-80.8312378
01/08/2013,COLUMBIANA,SALEM,34029217630100,Producing,HILCORP ENERGY COMPANY,SALEM-GRUBBS 1H,40.832015,-80.7684627,40.8196439,-80.7600951
08/23/2013,COLUMBIANA,FRANKLIN,34029217650000,Permitted,CHESAPEAKE EXPLORATION LLC,HRUBY 11-14-4 8H,40.7141923,-80.8944737,40.7010175,-80.8845337
02/25/2013,COLUMBIANA,CENTER,34029217660000,Producing,CHESAPEAKE EXPLORATION LLC,DYE 19-14-3 10H,40.7613671,-80.8577071,40.7469118,-80.8448572
01/28/2013,COLUMBIANA,FRANKLIN,34029217670000,Drilled,CHESAPEAKE EXPLORATION LLC,BRICELAND TRUST 24-14-4 8H,40.6840966,-80.8759153,40.6692117,-80.8645761
04/24/2013,COLUMBIANA,FRANKLIN,34029217730000,Producing,CHESAPEAKE EXPLORATION LLC,HRUBY FARMS 10-14-4 8H,40.7077492,-80.9023497,40.6917325,-80.8909631
08/01/2013,COLUMBIANA,FRANKLIN,34029217740000,Drilled,CHESAPEAKE EXPLORATION LLC,LEONA 23-14-4 8H,40.6727412,-80.8840317,40.6575972,-80.8685174
10/22/2013,COLUMBIANA,FRANKLIN,34029217750000,Permitted,CHESAPEAKE EXPLORATION LLC,LEONA 23-14-4 6H,40.672715,-80.8841225,40.6566356,-80.8707832
10/22/2013,COLUMBIANA,FRANKLIN,34029217790000,Permitted,CHESAPEAKE EXPLORATION LLC,LEONA 23-14-4 10H,40.672796,-80.8840304,40.6585056,-80.8663754
01/02/2014,COLUMBIANA,FRANKLIN,34029217800000,Drilled,CHESAPEAKE EXPLORATION LLC,BRICELAND TRUST 24-14-4 5H,40.6842064,-80.8759127,40.7145047,-80.893842
03/29/2013,COLUMBIANA,FRANKLIN,34029217890000,Drilled,CHESAPEAKE EXPLORATION LLC,MANZIEL 31-13-3 10H,40.6506025,-80.8436995,40.6383457,-80.8290746
03/12/2013,COLUMBIANA,CENTER,34029217930000,Producing,CHESAPEAKE EXPLORATION LLC,DYE 19-14-3 5H,40.761417,-80.857742,40.7768487,-80.8663844
06/28/2013,COLUMBIANA,FRANKLIN,34029217940000,Permitted,CHESAPEAKE EXPLORATION LLC,LAMP 18-13-3 8H,40.6945348,-80.8582101,40.6804608,-80.8478265
06/07/2013,COLUMBIANA,SALEM,34029217990000,Drilled,CHESAPEAKE EXPLORATION LLC,MANGUS 3-15-3 1H,40.8914196,-80.795958,40.9046656,-80.8102421
08/16/2013,COLUMBIANA,HANOVER,34029218040100,Drilled,CHESAPEAKE EXPLORATION LLC,ALTENHOF 10-15-4 3H,40.7919894,-80.9101585,40.8075601,-80.9200276
09/16/2013,COLUMBIANA,HANOVER,34029218050000,Drilled,CHESAPEAKE EXPLORATION LLC,JUDY BROWN 27-15-4 3H,40.7489553,-80.9024075,40.7615356,-80.9125675
05/30/2013,COLUMBIANA,WASHINGTON,34029218070000,Drilled,CHESAPEAKE EXPLORATION LLC,SEVEK 18-12-3 8H,40.6285567,-80.7888341,40.6114152,-80.7771967
07/08/2013,COLUMBIANA,WAYNE,34029218120000,Permitted,CHESAPEAKE EXPLORATION LLC,MCKARNS 8-13-3 8H,40.7054427,-80.8405091,40.6909826,-80.8299352
05/20/2013,COLUMBIANA,FRANKLIN,34029218130000,Drilled,CHESAPEAKE EXPLORATION LLC,PITTS 22-14-4 3H,40.6852042,-80.9154025,40.6991039,-80.9249503
05/20/2013,COLUMBIANA,FRANKLIN,34029218140000,Drilled,CHESAPEAKE EXPLORATION LLC,PITTS 22-14-4 8H,40.6850658,-80.9153192,40.6709509,-80.9041797
12/17/2013,COLUMBIANA,FRANKLIN,34029218150000,Drilled,CHESAPEAKE EXPLORATION LLC,PITTS 22-14-4 6H,40.6850945,-80.9154087,40.6697882,-80.9076257
12/17/2013,COLUMBIANA,FRANKLIN,34029218160000,Drilled,CHESAPEAKE EXPLORATION LLC,PITTS 22-14-4 1H,40.6851493,-80.9154038,40.6992177,-80.9298424
05/13/2013,COLUMBIANA,HANOVER,34029218170000,Permitted,CHESAPEAKE EXPLORATION LLC,JUDY BROWN 27-15-4 8H,40.7488247,-80.9022988,40.7334685,-80.8923832
07/10/2013,COLUMBIANA,HANOVER,34029218180000,Drilled,CHESAPEAKE EXPLORATION LLC,FRANK ZEHENTBAUER 26-15-4 3H,40.7471182,-80.8876702,40.7644808,-80.9012608
07/02/2013,COLUMBIANA,FRANKLIN,34029218200000,Drilled,CHESAPEAKE EXPLORATION LLC,SUMMITCREST 35-14-4 8H,40.6549363,-80.8919554,40.6388177,-80.8831559
06/21/2013,COLUMBIANA,HANOVER,34029218220000,Producing,CHESAPEAKE EXPLORATION LLC,MOATS 31-15-4 1H,40.7394107,-80.9610924,40.7484372,-80.9736035
07/10/2013,COLUMBIANA,HANOVER,34029218230000,Drilled,CHESAPEAKE EXPLORATION LLC,JUDY BROWN 27-15-4 6H,40.7488452,-80.9023921,40.7319677,-80.8957794
07/23/2013,COLUMBIANA,HANOVER,34029218240000,Drilled,CHESAPEAKE EXPLORATION LLC,FRANK ZEHENTBAUER 26-15-4 10H,40.7471031,-80.8875731,40.7350647,-80.875328
08/21/2013,COLUMBIANA,SALEM,34029218260000,Permitted,HILCORP ENERGY COMPANY,SALEM-GRUBBS 2H,40.8319741,-80.7684819,40.8215671,-80.7591013
08/21/2013,COLUMBIANA,SALEM,34029218270000,Permitted,HILCORP ENERGY COMPANY,SALEM-GRUBBS 3H,40.8319359,-80.7684973,40.8195772,-80.7627601
08/29/2013,COLUMBIANA,UNITY,34029218280100,Permitted,ATLAS NOBLE LLC,FIRESTONE HOMESTEAD PAD B 3H,40.8788329,-80.6263916,40.8915321,-80.6410059
08/29/2013,COLUMBIANA,UNITY,34029218290000,Drilled,ATLAS NOBLE LLC,FIRESTONE HOMESTEAD PAD B 5H,40.8788449,-80.6262863,40.8915289,-80.634201
08/29/2013,COLUMBIANA,UNITY,34029218300000,Drilled,ATLAS NOBLE LLC,FIRESTONE HOMESTEAD PAD B 4H,40.8788402,-80.6263371,40.8915318,-80.6377681
10/16/2013,COLUMBIANA,HANOVER,34029218340000,Permitted,CHESAPEAKE EXPLORATION LLC,SOSENKO 14-15-4 5H,40.7783606,-80.8906048,40.7942162,-80.8965665
11/19/2013,COLUMBIANA,HANOVER,34029218350000,Permitted,CHESAPEAKE EXPLORATION LLC,SOSENKO 14-15-4 6H,40.7782654,-80.8906685,40.764732,-80.8808114
11/19/2013,COLUMBIANA,HANOVER,34029218370000,Permitted,CHESAPEAKE EXPLORATION LLC,SOSENKO 14-15-4 8H,40.7782558,-80.8905712,40.7662725,-80.877145
12/26/2013,COLUMBIANA,FRANKLIN,34029218380000,Drilled,CHESAPEAKE EXPLORATION LLC,PITTS 22-14-4 5H,40.6851755,-80.915313,40.6993475,-80.9207099
12/26/2013,COLUMBIANA,FRANKLIN,34029218390000,Drilled,CHESAPEAKE EXPLORATION LLC,PITTS 22-14-4 10H,40.6851207,-80.9153179,40.6722732,-80.9007659
